"experiment","subject","response","ground_truth","trial","sequence","streak","repetition"
"Exp1a",113,"probability",50,9,"[1,1,1,0,1,0,0,1]",1,19
"Exp1a",113,"probability",50,10,"[1,0,0,0,1,1,0,0]",2,19
"Exp1a",113,"probability",50,11,"[0,1,0,0,1,0,0,1]",1,85
"Exp1a",113,"probability",50,12,"[1,1,0,0,0,1,1,1]",3,13
"Exp1a",113,"probability",50,13,"[1,0,0,0,1,1,1,1]",4,7
"Exp1a",113,"probability",50,14,"[0,1,0,1,1,0,0,1]",1,23
"Exp1a",113,"probability",50,15,"[1,1,0,1,1,1,0,1]",1,11
"Exp1a",113,"probability",50,16,"[1,0,0,1,1,0,0,1]",1,51
"Exp1a",113,"probability",50,17,"[1,0,1,0,1,1,0,0]",2,21
"Exp1a",113,"probability",50,18,"[1,1,0,0,0,0,1,0]",1,14
"Exp1a",114,"probability",50,1,"[1,0,0,1,0,1,0,0]",2,23
"Exp1a",114,"probability",50,2,"[0,0,1,0,0,0,0,1]",1,39
"Exp1a",114,"probability",50,3,"[0,0,1,0,1,0,0,1]",1,19
"Exp1a",114,"probability",50,4,"[1,0,0,1,1,0,1,1]",2,60
"Exp1a",114,"probability",50,5,"[1,1,0,0,0,0,0,1]",1,45
"Exp1a",114,"probability",50,6,"[1,0,0,1,1,1,1,0]",1,70
"Exp1a",114,"probability",50,7,"[0,0,1,0,0,0,1,0]",1,88
"Exp1a",114,"probability",50,8,"[1,0,0,0,1,0,1,1]",2,36
"Exp1a",114,"probability",50,9,"[1,1,1,1,1,1,1,1]",8,90
"Exp1a",114,"probability",50,10,"[0,0,1,0,1,1,0,0]",2,48
"Exp1a",114,"probability",50,11,"[1,0,1,0,1,0,1,0]",1,44
"Exp1a",114,"probability",50,12,"[1,1,0,0,0,1,1,1]",3,41
"Exp1a",114,"probability",50,13,"[1,0,0,1,1,1,0,0]",2,39
"Exp1a",114,"probability",50,14,"[0,1,1,0,0,1,1,0]",1,56
"Exp1a",114,"probability",50,15,"[1,1,0,1,0,1,0,0]",2,72
"Exp1a",114,"probability",50,16,"[0,1,1,0,0,0,1,0]",1,73
"Exp1a",114,"probability",50,17,"[0,1,1,0,0,0,1,1]",2,52
"Exp1a",114,"probability",50,18,"[0,1,0,0,1,0,1,1]",2,50
"Exp1a",115,"probability",50,1,"[0,0,0,1,0,1,0,0]",2,52
"Exp1a",115,"probability",50,2,"[1,1,1,1,0,1,1,1]",3,72
"Exp1a",115,"probability",50,3,"[0,1,0,0,0,1,0,1]",1,51
"Exp1a",115,"probability",50,4,"[0,0,1,1,1,1,0,0]",2,49
"Exp1a",115,"probability",50,5,"[1,1,0,0,0,1,0,0]",2,44
"Exp1a",115,"probability",50,6,"[1,0,0,0,1,1,0,1]",1,50
"Exp1a",115,"probability",50,7,"[0,0,0,0,1,0,0,1]",1,58
"Exp1a",115,"probability",50,8,"[0,0,1,0,0,0,1,0]",1,46
"Exp1a",115,"probability",50,9,"[1,0,0,0,0,1,1,1]",3,50
"Exp1a",115,"probability",50,10,"[1,0,0,1,0,0,1,0]",1,48
"Exp1a",115,"probability",50,11,"[1,0,0,1,1,0,0,0]",3,50
"Exp1a",115,"probability",50,12,"[0,0,1,0,1,0,0,1]",1,49
"Exp1a",115,"probability",50,13,"[1,0,0,0,1,0,1,0]",1,44
"Exp1a",115,"probability",50,14,"[1,1,0,0,1,0,0,1]",1,50
"Exp1a",115,"probability",50,15,"[0,1,0,0,1,0,1,0]",1,48
"Exp1a",115,"probability",50,16,"[0,1,1,1,1,1,0,0]",2,66
"Exp1a",115,"probability",50,17,"[1,1,1,1,0,0,0,0]",4,49
"Exp1a",115,"probability",50,18,"[0,0,1,1,0,1,1,1]",3,48
"Exp1a",116,"probability",50,1,"[0,1,0,1,1,0,0,1]",1,76
"Exp1a",116,"probability",50,2,"[1,0,0,1,0,1,1,1]",3,43
"Exp1a",116,"probability",50,3,"[1,0,1,0,0,1,0,1]",1,82
"Exp1a",116,"probability",50,4,"[1,1,0,1,0,0,1,1]",2,14
"Exp1a",116,"probability",50,5,"[0,0,0,1,1,1,1,1]",5,11
"Exp1a",116,"probability",50,6,"[0,0,0,1,0,1,1,1]",3,36
"Exp1a",116,"probability",50,7,"[0,0,0,1,0,0,1,0]",1,7
"Exp1a",116,"probability",50,8,"[1,1,0,1,1,1,0,1]",1,89
"Exp1a",116,"probability",50,9,"[1,0,1,1,0,0,0,1]",1,88
"Exp1a",116,"probability",50,10,"[0,0,0,1,0,1,0,0]",2,72
"Exp1a",116,"probability",50,11,"[1,0,0,0,0,1,0,0]",2,81
"Exp1a",116,"probability",50,12,"[0,1,1,0,1,1,1,0]",1,85
"Exp1a",116,"probability",50,13,"[0,0,0,1,0,1,1,0]",1,23
"Exp1a",116,"probability",50,14,"[0,0,1,0,0,1,1,0]",1,80
"Exp1a",116,"probability",50,15,"[0,1,1,0,0,0,1,1]",2,79
"Exp1a",116,"probability",50,16,"[1,0,0,0,0,1,0,0]",2,71
"Exp1a",116,"probability",50,17,"[1,1,0,0,1,0,0,0]",3,25
"Exp1a",116,"probability",50,18,"[1,0,1,1,0,0,1,1]",2,88
"Exp1a",117,"probability",50,1,"[0,0,0,0,1,1,1,0]",1,50
"Exp1a",117,"probability",50,2,"[0,1,1,0,1,0,0,1]",1,49
"Exp1a",117,"probability",50,3,"[1,0,0,0,1,0,0,0]",3,51
"Exp1a",117,"probability",50,4,"[0,1,1,0,0,0,0,1]",1,51
"Exp1a",117,"probability",50,5,"[1,1,1,1,0,1,0,1]",1,49
"Exp1a",117,"probability",50,6,"[0,1,0,1,0,0,0,0]",4,50
"Exp1a",117,"probability",50,7,"[0,1,0,1,0,1,0,0]",2,49
"Exp1a",117,"probability",50,8,"[0,1,1,1,1,1,0,1]",1,51
"Exp1a",117,"probability",50,9,"[1,1,1,1,1,0,1,1]",2,49
"Exp1a",117,"probability",50,10,"[0,1,0,1,0,1,0,1]",1,52
"Exp1a",117,"probability",50,11,"[0,0,1,1,0,1,1,0]",1,48
"Exp1a",117,"probability",50,12,"[0,1,1,1,1,1,0,1]",1,51
"Exp1a",117,"probability",50,13,"[1,1,0,0,0,0,1,0]",1,50
"Exp1a",117,"probability",50,14,"[0,0,0,1,0,0,0,0]",4,49
"Exp1a",117,"probability",50,15,"[0,0,1,0,0,1,1,1]",3,51
"Exp1a",117,"probability",50,16,"[0,1,0,0,1,0,0,1]",1,50
"Exp1a",117,"probability",50,17,"[0,0,0,0,0,1,1,0]",1,49
"Exp1a",117,"probability",50,18,"[1,0,1,0,1,1,1,1]",4,51
"Exp1a",118,"probability",50,1,"[0,0,0,1,0,1,1,1]",3,32
"Exp1a",118,"probability",50,2,"[0,1,0,0,0,1,0,0]",2,13
"Exp1a",118,"probability",50,3,"[0,1,0,1,1,1,0,0]",2,49
"Exp1a",118,"probability",50,4,"[0,0,1,0,1,1,0,1]",1,50
"Exp1a",118,"probability",50,5,"[1,1,1,1,0,0,1,0]",1,64
"Exp1a",118,"probability",50,6,"[1,0,1,0,0,1,1,1]",3,28
"Exp1a",118,"probability",50,7,"[1,0,1,0,1,1,1,0]",1,68
"Exp1a",118,"probability",50,8,"[0,1,0,0,0,1,1,1]",3,47
"Exp1a",118,"probability",50,9,"[0,1,1,0,0,1,1,0]",1,66
"Exp1a",118,"probability",50,10,"[1,1,1,1,1,1,0,1]",1,7
"Exp1a",118,"probability",50,11,"[1,1,0,1,1,1,0,1]",1,17
"Exp1a",118,"probability",50,12,"[1,1,0,1,0,1,0,1]",1,31
"Exp1a",118,"probability",50,13,"[1,1,0,1,0,1,1,1]",3,11
"Exp1a",118,"probability",50,14,"[1,0,1,1,1,0,0,0]",3,46
"Exp1a",118,"probability",50,15,"[0,1,1,1,1,1,0,1]",1,8
"Exp1a",118,"probability",50,16,"[0,1,1,1,0,1,1,0]",1,82
"Exp1a",118,"probability",50,17,"[1,0,1,1,0,1,0,0]",2,29
"Exp1a",118,"probability",50,18,"[0,1,0,1,1,0,0,0]",3,15
"Exp1a",119,"probability",50,1,"[0,1,1,1,0,1,1,0]",1,59
"Exp1a",119,"probability",50,2,"[0,1,0,0,1,0,0,1]",1,64
"Exp1a",119,"probability",50,3,"[1,0,0,1,0,1,1,0]",1,51
"Exp1a",119,"probability",50,4,"[0,0,1,0,0,0,1,1]",2,54
"Exp1a",119,"probability",50,5,"[0,0,0,0,1,0,0,1]",1,60
"Exp1a",119,"probability",50,6,"[1,1,0,0,0,1,1,0]",1,51
"Exp1a",119,"probability",50,7,"[1,0,0,1,0,0,0,1]",1,62
"Exp1a",119,"probability",50,8,"[0,0,1,0,0,1,0,1]",1,50
"Exp1a",119,"probability",50,9,"[0,1,1,1,0,0,0,0]",4,48
"Exp1a",119,"probability",50,10,"[0,1,1,0,1,0,0,0]",3,42
"Exp1a",119,"probability",50,11,"[0,1,1,0,1,1,1,0]",1,56
"Exp1a",119,"probability",50,12,"[0,1,0,0,1,0,0,0]",3,37
"Exp1a",119,"probability",50,13,"[0,1,1,0,0,0,0,1]",1,53
"Exp1a",119,"probability",50,14,"[1,0,1,0,0,1,0,0]",2,50
"Exp1a",119,"probability",50,15,"[0,1,1,0,1,1,1,0]",1,54
"Exp1a",119,"probability",50,16,"[1,1,0,1,0,1,1,1]",3,33
"Exp1a",119,"probability",50,17,"[1,1,1,0,1,1,1,1]",4,26
"Exp1a",119,"probability",50,18,"[1,0,0,1,1,0,1,0]",1,50
"Exp1a",120,"probability",50,1,"[0,0,1,1,1,1,1,0]",1,52
"Exp1a",120,"probability",50,2,"[1,1,0,0,1,1,1,1]",4,36
"Exp1a",120,"probability",50,3,"[1,1,0,1,0,0,1,0]",1,50
"Exp1a",120,"probability",50,4,"[0,1,1,1,1,1,0,1]",1,50
"Exp1a",120,"probability",50,5,"[1,0,1,1,1,1,0,0]",2,50
"Exp1a",120,"probability",50,6,"[0,1,0,0,0,1,0,1]",1,51
"Exp1a",120,"probability",50,7,"[1,0,1,0,1,1,0,0]",2,51
"Exp1a",120,"probability",50,8,"[0,1,1,1,0,1,0,1]",1,51
"Exp1a",120,"probability",50,9,"[1,0,1,1,1,1,1,1]",6,47
"Exp1a",120,"probability",50,10,"[1,1,0,0,1,1,1,0]",1,52
"Exp1a",120,"probability",50,11,"[0,1,1,0,1,0,1,0]",1,51
"Exp1a",120,"probability",50,12,"[0,0,1,0,1,0,0,0]",3,51
"Exp1a",120,"probability",50,13,"[0,0,1,0,1,0,0,1]",1,50
"Exp1a",120,"probability",50,14,"[0,1,1,1,0,0,1,0]",1,53
"Exp1a",120,"probability",50,15,"[1,0,1,0,1,0,0,1]",1,48
"Exp1a",120,"probability",50,16,"[0,1,1,1,0,1,1,1]",3,49
"Exp1a",120,"probability",50,17,"[1,1,1,0,0,1,0,1]",1,49
"Exp1a",120,"probability",50,18,"[1,1,1,0,0,1,0,0]",2,52
"Exp1a",121,"probability",50,1,"[1,1,1,1,0,0,0,1]",1,42
"Exp1a",121,"probability",50,2,"[1,1,0,1,0,0,1,1]",2,47
"Exp1a",121,"probability",50,3,"[1,0,0,0,1,1,0,1]",1,51
"Exp1a",121,"probability",50,4,"[0,1,1,0,0,0,0,1]",1,58
"Exp1a",121,"probability",50,5,"[0,0,0,1,0,0,0,0]",4,40
"Exp1a",121,"probability",50,6,"[0,1,1,1,1,0,0,0]",3,50
"Exp1a",121,"probability",50,7,"[1,1,1,1,0,1,1,1]",3,40
"Exp1a",121,"probability",50,8,"[1,0,0,1,1,1,1,0]",1,51
"Exp1a",121,"probability",50,9,"[1,0,0,0,1,1,0,0]",2,47
"Exp1a",121,"probability",50,10,"[0,1,1,0,1,0,1,1]",2,47
"Exp1a",121,"probability",50,11,"[1,0,1,1,0,1,0,1]",1,46
"Exp1a",121,"probability",50,12,"[0,0,1,1,0,1,0,0]",2,45
"Exp1a",121,"probability",50,13,"[1,1,0,0,1,0,1,0]",1,49
"Exp1a",121,"probability",50,14,"[0,0,0,0,1,0,0,0]",3,45
"Exp1a",121,"probability",50,15,"[1,0,1,0,1,0,1,0]",1,49
"Exp1a",121,"probability",50,16,"[1,0,1,1,0,1,0,0]",2,50
"Exp1a",121,"probability",50,17,"[0,0,0,0,0,0,1,1]",2,56
"Exp1a",121,"probability",50,18,"[0,1,0,0,1,1,0,0]",2,48
"Exp1a",122,"probability",50,1,"[1,1,1,1,1,1,0,1]",1,50
"Exp1a",122,"probability",50,2,"[1,1,1,0,0,1,1,0]",1,50
"Exp1a",122,"probability",50,3,"[1,1,1,1,0,1,0,0]",2,50
"Exp1a",122,"probability",50,4,"[1,1,1,0,1,0,0,0]",3,50
"Exp1a",122,"probability",50,5,"[0,1,0,1,1,1,0,1]",1,50
"Exp1a",122,"probability",50,6,"[0,1,1,0,1,0,0,0]",3,50
"Exp1a",122,"probability",50,7,"[1,1,0,1,1,1,1,0]",1,50
"Exp1a",122,"probability",50,8,"[1,1,0,0,0,0,0,1]",1,50
"Exp1a",122,"probability",50,9,"[0,0,0,1,0,1,1,0]",1,50
"Exp1a",122,"probability",50,10,"[0,0,0,0,0,1,0,1]",1,50
"Exp1a",122,"probability",50,11,"[1,1,0,1,1,0,1,0]",1,50
"Exp1a",122,"probability",50,12,"[0,1,1,0,1,0,0,0]",3,50
"Exp1a",122,"probability",50,13,"[0,0,0,1,1,0,1,1]",2,50
"Exp1a",122,"probability",50,14,"[0,1,0,0,1,0,1,0]",1,50
"Exp1a",122,"probability",50,15,"[1,1,1,1,1,0,1,1]",2,50
"Exp1a",122,"probability",50,16,"[0,1,0,0,1,1,1,0]",1,50
"Exp1a",122,"probability",50,17,"[0,0,0,0,1,0,0,0]",3,50
"Exp1a",122,"probability",50,18,"[1,0,1,1,0,0,0,0]",4,50
"Exp1a",123,"probability",50,1,"[1,0,0,0,1,0,0,1]",1,50
"Exp1a",123,"probability",50,2,"[1,0,1,1,0,1,1,0]",1,42
"Exp1a",123,"probability",50,3,"[0,0,0,0,1,1,1,1]",4,52
"Exp1a",123,"probability",50,4,"[0,1,1,1,1,0,1,1]",2,51
"Exp1a",123,"probability",50,5,"[0,0,1,0,1,0,0,0]",3,47
"Exp1a",123,"probability",50,6,"[1,1,0,1,0,0,0,1]",1,53
"Exp1a",123,"probability",50,7,"[1,1,0,1,0,1,1,1]",3,51
"Exp1a",123,"probability",50,8,"[0,0,0,1,0,1,1,1]",3,52
"Exp1a",123,"probability",50,9,"[1,0,0,0,1,0,1,1]",2,50
"Exp1a",123,"probability",50,10,"[1,1,0,1,1,0,1,1]",2,57
"Exp1a",123,"probability",50,11,"[0,1,1,1,0,1,0,1]",1,53
"Exp1a",123,"probability",50,12,"[0,1,0,1,1,1,1,0]",1,46
"Exp1a",123,"probability",50,13,"[1,0,0,0,0,1,1,1]",3,54
"Exp1a",123,"probability",50,14,"[0,0,1,1,1,1,1,0]",1,48
"Exp1a",123,"probability",50,15,"[1,0,1,0,0,1,1,0]",1,47
"Exp1a",123,"probability",50,16,"[1,1,1,1,1,1,0,0]",2,49
"Exp1a",123,"probability",50,17,"[1,0,0,1,1,0,0,0]",3,49
"Exp1a",123,"probability",50,18,"[0,1,1,1,1,0,1,1]",2,49
"Exp1a",124,"probability",50,1,"[1,1,0,0,0,1,0,1]",1,61
"Exp1a",124,"probability",50,2,"[1,1,0,1,1,0,1,1]",2,31
"Exp1a",124,"probability",50,3,"[1,1,1,1,0,0,0,0]",4,49
"Exp1a",124,"probability",50,4,"[0,0,0,1,0,0,0,0]",4,76
"Exp1a",124,"probability",50,5,"[0,1,1,0,0,1,1,0]",1,39
"Exp1a",124,"probability",50,6,"[1,1,1,1,1,1,0,1]",1,73
"Exp1a",124,"probability",50,7,"[0,0,0,1,1,1,1,1]",5,69
"Exp1a",124,"probability",50,8,"[0,1,0,0,0,0,0,1]",1,32
"Exp1a",124,"probability",50,9,"[1,1,0,0,0,0,1,1]",2,41
"Exp1a",124,"probability",50,10,"[0,0,0,1,0,1,0,1]",1,30
"Exp1a",124,"probability",50,11,"[1,1,0,1,0,0,0,1]",1,24
"Exp1a",124,"probability",50,12,"[1,0,0,0,1,1,0,1]",1,45
"Exp1a",124,"probability",50,13,"[1,1,1,0,1,0,1,1]",2,73
"Exp1a",124,"probability",50,14,"[0,0,0,1,1,1,1,0]",1,59
"Exp1a",124,"probability",50,15,"[1,1,1,0,0,1,1,1]",3,26
"Exp1a",124,"probability",50,16,"[1,0,0,1,1,1,0,0]",2,52
"Exp1a",124,"probability",50,17,"[0,1,1,0,0,1,1,1]",3,58
"Exp1a",124,"probability",50,18,"[0,1,0,0,0,0,0,1]",1,26
"Exp1a",125,"probability",50,1,"[1,0,1,1,0,0,1,0]",1,49
"Exp1a",125,"probability",50,2,"[0,0,0,1,0,0,0,1]",1,34
"Exp1a",125,"probability",50,3,"[0,0,0,0,1,1,1,0]",1,46
"Exp1a",125,"probability",50,4,"[0,1,0,0,0,0,0,0]",6,79
"Exp1a",125,"probability",50,5,"[1,1,1,0,0,1,1,1]",3,71
"Exp1a",125,"probability",50,6,"[0,1,1,0,1,1,1,0]",1,33
"Exp1a",125,"probability",50,7,"[1,1,1,1,1,1,1,1]",8,93
"Exp1a",125,"probability",50,8,"[0,1,0,1,1,1,1,0]",1,26
"Exp1a",125,"probability",50,9,"[0,1,0,0,1,0,1,0]",1,59
"Exp1a",125,"probability",50,10,"[0,1,0,1,1,0,1,1]",2,60
"Exp1a",125,"probability",50,11,"[1,0,0,0,1,1,0,1]",1,52
"Exp1a",125,"probability",50,12,"[0,0,0,1,0,1,0,0]",2,71
"Exp1a",125,"probability",50,13,"[0,1,1,1,1,1,0,1]",1,79
"Exp1a",125,"probability",50,14,"[1,0,0,1,0,0,0,1]",1,36
"Exp1a",125,"probability",50,15,"[0,1,0,0,1,0,0,0]",3,72
"Exp1a",125,"probability",50,16,"[0,0,0,1,0,1,1,1]",3,50
"Exp1a",125,"probability",50,17,"[1,0,1,0,0,1,1,0]",1,48
"Exp1a",125,"probability",50,18,"[1,1,0,1,0,0,1,1]",2,62
"Exp1a",126,"probability",50,1,"[0,0,0,0,0,0,0,0]",8,23
"Exp1a",126,"probability",50,2,"[1,0,1,0,1,0,0,0]",3,64
"Exp1a",126,"probability",50,3,"[0,1,1,1,0,1,1,0]",1,42
"Exp1a",126,"probability",50,4,"[1,0,0,1,1,1,1,1]",5,41
"Exp1a",126,"probability",50,5,"[0,1,1,1,1,1,0,1]",1,34
"Exp1a",126,"probability",50,6,"[1,1,0,1,0,1,0,0]",2,50
"Exp1a",126,"probability",50,7,"[1,1,1,1,1,0,1,1]",2,40
"Exp1a",126,"probability",50,8,"[0,0,0,0,0,1,1,1]",3,58
"Exp1a",126,"probability",50,9,"[0,0,0,1,1,0,1,0]",1,49
"Exp1a",126,"probability",50,10,"[0,0,0,0,1,0,1,1]",2,57
"Exp1a",126,"probability",50,11,"[0,0,1,1,0,0,0,0]",4,40
"Exp1a",126,"probability",50,12,"[0,1,0,0,0,0,1,0]",1,45
"Exp1a",126,"probability",50,13,"[1,1,1,1,1,0,1,0]",1,51
"Exp1a",126,"probability",50,14,"[0,1,1,1,0,0,1,0]",1,50
"Exp1a",126,"probability",50,15,"[0,1,1,1,1,1,1,1]",7,34
"Exp1a",126,"probability",50,16,"[1,0,1,0,0,0,0,1]",1,55
"Exp1a",126,"probability",50,17,"[1,0,1,1,0,1,0,0]",2,49
"Exp1a",126,"probability",50,18,"[1,0,0,0,1,0,0,1]",1,55
"Exp1a",127,"probability",50,1,"[0,0,1,1,1,1,0,0]",2,50
"Exp1a",127,"probability",50,2,"[1,1,1,0,1,1,1,0]",1,49
"Exp1a",127,"probability",50,3,"[1,1,0,0,0,0,0,1]",1,51
"Exp1a",127,"probability",50,4,"[0,0,0,1,1,1,0,1]",1,50
"Exp1a",127,"probability",50,5,"[0,1,1,1,1,1,1,1]",7,50
"Exp1a",127,"probability",50,6,"[1,1,0,0,1,0,1,0]",1,49
"Exp1a",127,"probability",50,7,"[1,1,0,0,1,1,0,0]",2,50
"Exp1a",127,"probability",50,8,"[0,0,0,0,1,0,0,1]",1,52
"Exp1a",127,"probability",50,9,"[0,0,1,0,1,0,0,0]",3,49
"Exp1a",127,"probability",50,10,"[1,1,1,1,0,1,0,0]",2,49
"Exp1a",127,"probability",50,11,"[1,0,1,0,0,1,1,1]",3,51
"Exp1a",127,"probability",50,12,"[1,1,0,1,0,0,1,1]",2,51
"Exp1a",127,"probability",50,13,"[1,0,0,0,0,1,0,1]",1,50
"Exp1a",127,"probability",50,14,"[1,1,1,1,0,0,0,0]",4,50
"Exp1a",127,"probability",50,15,"[1,0,1,1,0,0,1,1]",2,51
"Exp1a",127,"probability",50,16,"[0,0,1,1,0,0,0,0]",4,50
"Exp1a",127,"probability",50,17,"[0,1,1,0,1,0,1,1]",2,50
"Exp1a",127,"probability",50,18,"[1,0,1,0,0,1,1,1]",3,52
"Exp1a",128,"probability",50,1,"[0,1,1,1,0,0,0,1]",1,85
"Exp1a",128,"probability",50,2,"[1,1,0,1,1,0,1,0]",1,0
"Exp1a",128,"probability",50,3,"[1,1,0,1,1,1,1,0]",1,22
"Exp1a",128,"probability",50,4,"[0,0,1,0,0,1,0,1]",1,14
"Exp1a",128,"probability",50,5,"[0,0,0,1,0,1,1,1]",3,51
"Exp1a",128,"probability",50,6,"[1,1,1,0,1,0,1,1]",2,83
"Exp1a",128,"probability",50,7,"[1,0,1,1,1,0,1,1]",2,94
"Exp1a",128,"probability",50,8,"[0,0,1,0,1,1,0,0]",2,51
"Exp1a",128,"probability",50,9,"[1,0,1,0,0,0,1,0]",1,76
"Exp1a",128,"probability",50,10,"[0,0,1,0,0,1,0,1]",1,19
"Exp1a",128,"probability",50,11,"[1,0,0,0,0,0,0,1]",1,0
"Exp1a",128,"probability",50,12,"[1,1,0,1,0,0,1,0]",1,49
"Exp1a",128,"probability",50,13,"[0,1,1,1,0,0,0,1]",1,52
"Exp1a",128,"probability",50,14,"[1,1,0,1,0,1,0,1]",1,49
"Exp1a",128,"probability",50,15,"[0,1,1,0,1,1,1,0]",1,0
"Exp1a",128,"probability",50,16,"[1,1,0,1,1,0,0,0]",3,47
"Exp1a",128,"probability",50,17,"[1,0,0,0,0,0,0,0]",7,91
"Exp1a",128,"probability",50,18,"[1,1,1,0,0,1,1,1]",3,92
"Exp1a",129,"probability",50,1,"[1,0,0,0,1,0,1,1]",2,83
"Exp1a",129,"probability",50,2,"[0,0,1,1,1,1,0,1]",1,84
"Exp1a",129,"probability",50,3,"[1,1,1,0,0,1,1,0]",1,69
"Exp1a",129,"probability",50,4,"[0,1,1,1,0,0,0,0]",4,13
"Exp1a",129,"probability",50,5,"[0,1,1,1,0,0,0,1]",1,52
"Exp1a",129,"probability",50,6,"[1,0,0,1,1,0,0,0]",3,16
"Exp1a",129,"probability",50,7,"[1,1,1,1,1,1,0,1]",1,17
"Exp1a",129,"probability",50,8,"[0,0,0,0,0,1,1,0]",1,88
"Exp1a",129,"probability",50,9,"[1,1,1,0,1,0,0,0]",3,23
"Exp1a",129,"probability",50,10,"[1,1,0,0,0,0,1,1]",2,22
"Exp1a",129,"probability",50,11,"[0,1,1,1,1,0,1,1]",2,77
"Exp1a",129,"probability",50,12,"[1,0,1,1,1,0,1,1]",2,69
"Exp1a",129,"probability",50,13,"[1,0,1,0,1,1,0,0]",2,49
"Exp1a",129,"probability",50,14,"[1,0,1,0,1,1,1,1]",4,8
"Exp1a",129,"probability",50,15,"[0,1,0,1,1,0,0,0]",3,13
"Exp1a",129,"probability",50,16,"[1,1,1,0,1,1,1,0]",1,71
"Exp1a",129,"probability",50,17,"[0,1,1,0,1,0,0,1]",1,49
"Exp1a",129,"probability",50,18,"[1,0,1,0,1,1,0,0]",2,51
"Exp1a",130,"probability",50,1,"[1,1,0,1,0,1,0,0]",2,58
"Exp1a",130,"probability",50,2,"[0,1,0,0,1,1,0,1]",1,35
"Exp1a",130,"probability",50,3,"[1,1,0,0,1,1,1,0]",1,86
"Exp1a",130,"probability",50,4,"[1,0,0,1,0,1,0,0]",2,20
"Exp1a",130,"probability",50,5,"[0,0,1,1,1,0,1,0]",1,52
"Exp1a",130,"probability",50,6,"[1,0,1,0,1,0,1,1]",2,66
"Exp1a",130,"probability",50,7,"[1,0,1,0,0,1,1,1]",3,37
"Exp1a",130,"probability",50,8,"[0,0,0,0,0,0,1,1]",2,88
"Exp1a",130,"probability",50,9,"[1,1,0,1,0,0,1,1]",2,31
"Exp1a",130,"probability",50,10,"[1,1,0,0,0,0,1,1]",2,66
"Exp1a",130,"probability",50,11,"[0,0,1,1,0,0,1,0]",1,50
"Exp1a",130,"probability",50,12,"[0,1,0,0,0,0,1,0]",1,19
"Exp1a",130,"probability",50,13,"[0,1,0,1,0,0,0,0]",4,14
"Exp1a",130,"probability",50,14,"[1,0,0,1,1,0,0,1]",1,54
"Exp1a",130,"probability",50,15,"[0,1,0,0,1,0,0,0]",3,12
"Exp1a",130,"probability",50,16,"[1,1,0,0,0,0,1,0]",1,6
"Exp1a",130,"probability",50,17,"[0,0,1,0,1,0,1,0]",1,28
"Exp1a",130,"probability",50,18,"[0,0,1,0,1,1,1,0]",1,58
"Exp1a",131,"probability",50,1,"[1,1,0,0,1,0,1,0]",1,37
"Exp1a",131,"probability",50,2,"[1,1,1,0,0,1,1,1]",3,45
"Exp1a",131,"probability",50,3,"[1,1,0,1,1,0,0,0]",3,49
"Exp1a",131,"probability",50,4,"[1,1,1,1,0,0,0,0]",4,48
"Exp1a",131,"probability",50,5,"[0,0,1,0,0,0,0,0]",5,81
"Exp1a",131,"probability",50,6,"[0,0,0,1,1,0,1,0]",1,64
"Exp1a",131,"probability",50,7,"[0,0,1,1,1,0,0,1]",1,53
"Exp1a",131,"probability",50,8,"[1,0,1,1,0,0,1,1]",2,52
"Exp1a",131,"probability",50,9,"[0,1,0,1,0,1,1,1]",3,56
"Exp1a",131,"probability",50,10,"[1,0,1,1,1,0,0,1]",1,64
"Exp1a",131,"probability",50,11,"[1,1,1,0,1,0,1,0]",1,27
"Exp1a",131,"probability",50,12,"[0,1,0,0,0,0,0,0]",6,95
"Exp1a",131,"probability",50,13,"[1,0,1,0,1,0,1,0]",1,35
"Exp1a",131,"probability",50,14,"[0,0,0,0,0,0,1,1]",2,31
"Exp1a",131,"probability",50,15,"[0,1,1,0,1,1,0,0]",2,43
"Exp1a",131,"probability",50,16,"[0,0,0,1,0,1,1,1]",3,48
"Exp1a",131,"probability",50,17,"[0,0,1,1,1,0,0,1]",1,48
"Exp1a",131,"probability",50,18,"[1,1,0,1,1,0,0,0]",3,43
"Exp1a",132,"probability",50,1,"[0,0,0,1,0,1,1,1]",3,76
"Exp1a",132,"probability",50,2,"[0,1,1,0,1,1,1,1]",4,38
"Exp1a",132,"probability",50,3,"[1,1,1,0,1,1,1,0]",1,24
"Exp1a",132,"probability",50,4,"[1,1,1,0,1,0,0,0]",3,14
"Exp1a",132,"probability",50,5,"[1,1,1,1,0,1,1,0]",1,32
"Exp1a",132,"probability",50,6,"[0,0,1,0,1,1,0,0]",2,13
"Exp1a",132,"probability",50,7,"[0,1,1,1,0,1,1,0]",1,48
"Exp1a",132,"probability",50,8,"[0,1,0,0,1,0,0,0]",3,23
"Exp1a",132,"probability",50,9,"[0,0,1,1,1,0,0,1]",1,80
"Exp1a",132,"probability",50,10,"[1,0,1,0,0,0,0,1]",1,31
"Exp1a",132,"probability",50,11,"[0,1,0,1,0,0,0,0]",4,25
"Exp1a",132,"probability",50,12,"[1,1,0,0,0,1,0,0]",2,67
"Exp1a",132,"probability",50,13,"[0,0,0,0,0,1,1,1]",3,81
"Exp1a",132,"probability",50,14,"[0,1,1,1,0,1,0,0]",2,83
"Exp1a",132,"probability",50,15,"[0,1,1,1,0,0,1,1]",2,85
